"first_name","last_name","hire_date"
"Shim","Swick","08-19-1986"
"Licheng","Zhang","08-16-1986"
"Deborah","Rouquie","02-28-1986"
"Mizuhito","Kossowski","01-08-1986"
"Takahiro","Matzov","10-10-1986"
"Kwangsub","Uhrig","01-19-1986"
"Bedrich","Businaro","09-25-1986"
"Taizo","Linares","04-04-1986"
"Yucel","Rosch","01-05-1986"
"Ortrud","Fabrizio","12-02-1986"
"Denis","Shackel","06-02-1986"
"Basem","Klerer","01-29-1986"
"Mayumi","Gustavson","09-17-1986"
"Stafford","Kornatzky","08-29-1986"
"Cathie","Sessa","01-10-1986"
"Souichi","Duclos","07-31-1986"
"Byong","Benner","02-10-1986"
"Constantino","Krogh","04-28-1986"
"Lokesh","Jayawardene","04-26-1986"
"Sibyl","Luef","08-20-1986"
"Aluzio","Kakkad","05-31-1986"
"Tuval","Ruemmler","08-30-1986"
"Fun","Rajaraman","11-05-1986"
"Hailing","Morrey","09-25-1986"
"Marla","Seghrouchni","11-16-1986"
"Ronnie","Lichtner","05-15-1986"
"Arun","Giarratana","10-24-1986"
"Sreekrishna","Duclos","03-01-1986"
"Suzette","Schieder","03-17-1986"
"Mototsugu","Edelhoff","03-05-1986"
"Shakhar","Heuter","03-04-1986"
"Jianhao","Peres","10-26-1986"
"Doowon","Mukaidono","11-03-1986"
"Kish","Ducloy","07-30-1986"
"Ronnie","Chartres","01-23-1986"
"Makato","Gide","01-14-1986"
"Nobuyoshi","Kitsuregawa","05-08-1986"
"Uriel","Barreiro","07-30-1986"
"Moty","Henders","05-05-1986"
"Arfst","Barriga","06-01-1986"
"Sanjiv","Plump","05-26-1986"
"Luise","Matzat","07-25-1986"
"Kristof","Desikan","09-24-1986"
"Sandeepan","Mondadori","10-04-1986"
"Kwangyoen","Steinauer","03-19-1986"
"Sergi","Mitchem","09-02-1986"
"Anneke","Munke","08-02-1986"
"Marlo","Tiemann","09-05-1986"
"Tesuya","Speel","11-22-1986"
"Nirmal","Rosis","06-24-1986"
"Tetsurou","Garnick","12-14-1986"
"Reinhold","Wegerle","08-09-1986"
"Vitali","Eickenmeyer","10-01-1986"
"Martien","Walstra","10-22-1986"
"Maria","Warwick","08-07-1986"
"Yifei","Stanger","09-02-1986"
"Sreekrishna","Wynblatt","08-19-1986"
"Shichao","Tempesti","10-21-1986"
"Charmane","Huttel","07-14-1986"
"Perla","Beetstra","03-28-1986"
"Lorien","Perng","08-11-1986"
"Xinglin","Ponthieu","01-18-1986"
"Arif","Macedo","12-22-1986"
"Licheng","Welham","12-23-1986"
"Morrie","Luck","02-03-1986"
"Diederik","VanScheik","07-11-1986"
"Xiaocheng","Birke","06-26-1986"
"Martial","Manderick","06-22-1986"
"Ebbe","Silva","06-11-1986"
"Muneo","Raoux","02-14-1986"
"Fumiyo","Ariola","05-29-1986"
"Zhilian","Goodrum","01-27-1986"
"Ranan","Weedon","01-15-1986"
"Chiradeep","Pettis","07-05-1986"
"Nahid","Neiman","09-20-1986"
"Sergi","Schiettecatte","01-04-1986"
"Janalee","Viele","03-27-1986"
"Kazunori","Pintelas","06-19-1986"
"Baoqiu","Kakkar","03-03-1986"
"Yannis","Onuegbe","09-19-1986"
"Tse","Dredge","06-14-1986"
"Nidapan","Hoppenstand","10-29-1986"
"Toshiki","Katiyar","02-09-1986"
"Filipe","Birdsall","08-24-1986"
"Chenyi","Leppanen","06-12-1986"
"Alper","Beerel","11-27-1986"
"Odoardo","Hanabata","04-08-1986"
"Arno","Fasbender","01-20-1986"
"Lenore","Tiemann","07-14-1986"
"Gio","DuBourdieux","08-14-1986"
"Kerhong","Underwood","05-10-1986"
"Hailing","Collavizza","04-25-1986"
"Zhenhua","Adachi","07-01-1986"
"Rimon","Shimshoni","09-27-1986"
"Mong","Gihr","09-18-1986"
"Rosli","Papsdorf","09-09-1986"
"Rosalyn","Luke","04-13-1986"
"Golgen","Marquardt","07-30-1986"
"Shirish","Esteva","10-04-1986"
"Goo","Cronin","07-08-1986"
"Moni","Jenevein","12-03-1986"
"Xiping","Conde","10-22-1986"
"Shawna","Reinhart","01-01-1986"
"Shawna","Beidas","05-18-1986"
"Arvind","Gornas","04-07-1986"
"Chaitali","Masamoto","12-01-1986"
"Danny","Domenig","10-26-1986"
"Junsik","Cools","09-22-1986"
"Sungwon","McConalogue","07-20-1986"
"Sachin","Karner","07-19-1986"
"Niranjan","Khamsi","02-02-1986"
"Leucio","Sinicrope","10-18-1986"
"Mitchel","Waeselynck","11-06-1986"
"Fuqing","Zaiane","06-04-1986"
"Hausi","Desikan","07-15-1986"
"Vincent","Larfeldt","09-20-1986"
"Maik","Jahnichen","09-06-1986"
"Bodo","Brookner","09-11-1986"
"Yuqun","Bondorf","11-16-1986"
"Alair","Hiroyama","03-01-1986"
"Hein","Conta","01-23-1986"
"Divine","Lupu","12-24-1986"
"Arto","Penz","05-04-1986"
"Masali","Hagimont","03-09-1986"
"Sreekrishna","Alpay","11-03-1986"
"Basil","Luit","10-13-1986"
"Ioana","Keohane","03-24-1986"
"Tooru","Fiutem","08-13-1986"
"Udi","Gladwell","10-28-1986"
"Randy","Feinberg","12-02-1986"
"Ger","Restivo","07-29-1986"
"Nahla","Tchuente","06-09-1986"
"Akhilish","Passino","01-28-1986"
"Adly","Koshino","10-18-1986"
"Hisao","Emmart","09-14-1986"
"Fabrizio","Azadmanesh","08-21-1986"
"Mohd","Androutsos","12-17-1986"
"Dipankar","Lindqvist","08-15-1986"
"Oscar","Peir","08-23-1986"
"Jovan","Hutter","04-29-1986"
"Boriana","Ventosa","10-10-1986"
"Vesna","Raczkowsky","10-01-1986"
"Yannis","Karunanithi","03-06-1986"
"Kristen","Ermel","01-08-1986"
"Christophe","Emiris","12-24-1986"
"Sumali","Kading","08-15-1986"
"Patricia","Preusig","07-19-1986"
"Tadanori","Birke","09-24-1986"
"Kensyu","Jenevein","06-07-1986"
"Kotesh","Saoudi","12-02-1986"
"Taizo","Stentiford","03-12-1986"
"Hidefumi","Dymetman","01-18-1986"
"Sachin","Hiraishi","02-14-1986"
"JiYoung","Rahier","05-26-1986"
"Mingzeng","Kusalik","03-31-1986"
"Zsolt","Baca","09-13-1986"
"Oldrich","Mapelli","01-23-1986"
"JoAnne","Zweizig","11-06-1986"
"Richard","Mandelberg","02-09-1986"
"Hidefumi","Tokunaga","12-13-1986"
"Tran","Yeung","01-11-1986"
"Mona","Ligten","03-16-1986"
"Ortrud","Cairo","03-17-1986"
"Xiaopeng","Czaja","06-19-1986"
"Sajjad","Kolinko","02-20-1986"
"Dmitri","Hiyoshi","07-18-1986"
"Oguz","Angelopoulos","11-29-1986"
"Armond","Jahnichen","12-25-1986"
"Yechiam","Zaumen","10-23-1986"
"Jiann","Chenoweth","04-23-1986"
"Feixiong","England","10-07-1986"
"Yuichiro","Krider","06-17-1986"
"Guadalupe","Anandan","10-18-1986"
"Insup","Leaver","11-20-1986"
"Cristinel","Peyn","03-24-1986"
"Katsuo","Demke","08-01-1986"
"Palash","Mundy","01-23-1986"
"Erzsebet","Pagter","11-19-1986"
"Ghassan","Ferretti","01-26-1986"
"Fusako","Vadhan","12-05-1986"
"Khatoun","Srimani","01-01-1987"
"Atreyi","Denny","05-21-1986"
"Elvis","Brendel","08-16-1986"
"Kenton","Bharadwaj","07-03-1986"
"Sadegh","Daescu","06-06-1986"
"Fumitaka","Orlowski","12-04-1986"
"Sanjiv","Zschoche","02-04-1986"
"Mingdong","Ebeling","07-21-1986"
"Masako","Deyuan","10-12-1986"
"Katsuyuki","Esposito","10-19-1986"
"Mona","Melter","05-01-1986"
"Adly","Landherr","04-20-1986"
"Chaoyi","Narwekar","09-14-1986"
"Mostafa","Dechter","03-26-1986"
"Fei","Miyakawa","10-07-1986"
"Arra","Azadmanesh","10-21-1986"
"Khoa","Bahk","06-10-1986"
"Zengping","Gargeya","01-02-1986"
"Duangkaew","Shumilov","11-13-1986"
"Breannda","Schlumberger","04-06-1986"
"Sandeepan","Marsiglia","03-27-1986"
"Stabislas","Lorys","04-26-1986"
"Siddarth","Tempesti","05-26-1986"
"Christoph","Rindone","09-15-1986"
"Mabry","Valtorta","05-23-1986"
"Feiyu","Munos","09-21-1986"
"Takahito","Weisert","03-31-1986"
"Xuejun","Alvarado","10-17-1986"
"Ghassan","Hoogerwoord","09-17-1986"
"Shahar","Streit","11-30-1986"
"Serif","Lamma","11-26-1986"
"Doohun","Heping","05-16-1986"
"Garnik","Nourani","09-03-1986"
"Jaques","Hagimont","06-01-1986"
"Gererd","Rosis","05-30-1986"
"Stabislas","Rosca","10-22-1986"
"Heping","Silva","03-14-1986"
"Honesty","Montresor","11-14-1986"
"Tsutomu","Beeson","12-05-1986"
"Kwangho","Uchoa","12-11-1986"
"Aemilian","Peroz","11-22-1986"
"Ennio","Straney","05-08-1986"
"Shai","Pluym","09-01-1986"
"Shigeu","Langford","12-19-1986"
"Shahar","Dredge","01-03-1986"
"Ibibia","Zeleznik","01-14-1986"
"Dietrich","Domenig","08-23-1986"
"Ekawit","Bahk","05-09-1986"
"Gretta","Demke","10-22-1986"
"Foong","Bala","01-03-1986"
"Luerbio","Milicia","01-15-1986"
"Aluzio","Nanard","05-22-1986"
"Odinaldo","Asser","02-07-1986"
"Mona","Ramamoorthy","07-03-1986"
"Claude","Ciolek","03-20-1986"
"Shir","Bruckman","09-15-1986"
"Rildo","Lampe","05-20-1986"
"Remko","Kroll","02-01-1986"
"Arunachalam","Roison","04-09-1986"
"Kazuhiko","Billingsley","11-16-1986"
"Boriana","Zultner","11-16-1986"
"Jianhua","Picel","05-12-1986"
"Nathan","Wegerle","11-17-1986"
"Weidon","Stavenow","08-20-1986"
"Mototsugu","Dulay","10-23-1986"
"Pranjal","Perin","09-23-1986"
"Guther","Varley","09-28-1986"
"Collette","Rijsenbrij","05-31-1986"
"Xuedong","Vanwelkenhuysen","06-26-1986"
"Rutger","Dulin","01-15-1986"
"Gladys","Takkinen","06-21-1986"
"Shahid","Oppitz","04-07-1986"
"Zhenbing","Conry","08-17-1986"
"Otilia","Bhattacharjee","08-27-1986"
"Stabislas","Thiran","05-31-1986"
"Shaunak","Mateescu","04-19-1986"
"Shigeo","Kropp","07-03-1986"
"Aamer","Cheshire","04-16-1986"
"Zhongwei","Pagter","12-07-1986"
"Jacopo","Milicic","09-24-1986"
"Kiyokazu","Blokdijk","07-22-1986"
"Shigeichiro","Ulupinar","03-07-1986"
"Shuho","Mitsuhashi","10-22-1986"
"Richara","Linares","03-13-1986"
"Marsha","Burnard","11-16-1986"
"Kensyu","Pluym","03-14-1986"
"JiYoung","Pettis","08-20-1986"
"Anestis","Itzigehl","10-30-1986"
"Lech","Busillo","10-25-1986"
"Pintsang","Danecki","04-21-1986"
"Kaijung","Portugali","01-17-1986"
"Sachem","Cochrane","01-26-1986"
"Baoqiu","Langford","11-24-1986"
"Miyeon","Matzat","01-08-1986"
"Shan","Wroclawski","08-22-1986"
"Barna","Picco","01-13-1986"
"Shuho","Lung","06-02-1986"
"Mayumi","Wilharm","07-03-1986"
"Hitofumi","Kriebel","03-01-1986"
"Nechama","Wendorf","03-18-1986"
"Turgut","Gide","07-07-1986"
"Ulises","Camurati","05-08-1986"
"Mikhail","Solares","08-02-1986"
"Ronghao","Azulay","01-29-1986"
"Marek","Pleszkun","09-15-1986"
"Golgen","Jahnichen","09-28-1986"
"DAIDA","Lorie","07-23-1986"
"Froduald","Zaccaria","12-10-1986"
"Paraskevi","Siksek","09-21-1986"
"Alagu","Randt","06-27-1986"
"Maja","Baba","06-25-1986"
"Zhiguo","Trelles","07-18-1986"
"Mansur","Kulisch","07-26-1986"
"Bader","Harllee","01-15-1986"
"Leni","Hempstead","02-27-1986"
"Parto","Schmezko","03-17-1986"
"Sachin","Shackel","06-04-1986"
"Mantis","Waymire","11-18-1986"
"Sudhanshu","Cyne","12-14-1986"
"Prodip","Tischendorf","08-05-1986"
"Zhilian","Merey","12-04-1986"
"Kellie","Kaiserswerth","11-18-1986"
"Manibrata","Anger","04-21-1986"
"Sven","Sadowsky","01-25-1986"
"Ramalingam","Gunderson","05-04-1986"
"Aamod","Frolund","05-02-1986"
"Dekang","Jahnichen","04-10-1986"
"Rosella","Schurmann","12-25-1986"
"Dietrich","Crabtree","05-24-1986"
"Arto","Zlotek","10-16-1986"
"Bikash","Dulay","09-16-1986"
"Sungwon","Hoogerwoord","07-22-1986"
"Remko","Loncour","04-15-1986"
"Tiina","Buchter","08-16-1986"
"Anneke","Cichocki","06-15-1986"
"Yolla","Swist","04-02-1986"
"Djenana","Ebeling","08-30-1986"
"Goetz","Lanphier","01-23-1986"
"Mayuko","Eppinger","08-24-1986"
"Rosalyn","Ligten","11-23-1986"
"Manibrata","Gewali","07-12-1986"
"Fei","Reghbati","03-08-1986"
"Berni","Sridhar","02-08-1986"
"Hidekazu","Honiden","08-22-1986"
"Mana","Bale","09-18-1986"
"Hairong","Markovitch","06-06-1986"
"Utpal","Zucker","03-16-1986"
"Kerryn","Levergood","09-27-1986"
"King","Krybus","01-20-1986"
"Lillian","Nitto","12-14-1986"
"Billie","Mullainathan","03-11-1986"
"Volkmar","Hartvigsen","12-21-1986"
"Ung","McFarlin","03-08-1986"
"Hairong","Brlek","05-21-1986"
"Dipankar","Syang","11-26-1986"
"Mohua","Zultner","03-03-1986"
"Shigeu","Atchley","12-16-1986"
"Mingsen","Roohalamini","06-02-1986"
"Kien","Butner","12-09-1986"
"Mariusz","Karner","06-21-1986"
"Yinghua","Ossenbruggen","06-08-1986"
"Avishai","Comte","04-08-1986"
"Alper","Randt","05-14-1986"
"Sudhanshu","Erman","12-07-1986"
"Armond","Badr","01-05-1986"
"Sachio","Pelz","04-10-1986"
"Chriss","Zaccaria","10-06-1986"
"Eran","Thombley","10-26-1986"
"Shrikanth","Grospietsch","03-31-1986"
"Shir","Alblas","05-10-1986"
"Katsuyuki","Demizu","06-18-1986"
"Fumitake","Niizuma","05-30-1986"
"Susuma","Motley","12-26-1986"
"Taegyun","Muchinsky","10-10-1986"
"Neelam","Speel","07-10-1986"
"Sven","Nollmann","02-17-1986"
"Aemilian","Cromarty","10-15-1986"
"Manu","Gien","12-19-1986"
"Leif","Zhang","03-02-1986"
"Weidon","Seghrouchni","07-13-1986"
"Xiaoshan","Magalhaes","04-23-1986"
"Xiaopeng","Leppanen","10-26-1986"
"Marco","Isaac","11-09-1986"
"Tru","Neimat","12-10-1986"
"Yongdong","Ananiadou","03-21-1986"
"Kankanahalli","Brookman","02-16-1986"
"Aloke","Schwabacher","02-02-1986"
"Vasilii","Riesenhuber","11-28-1986"
"Basant","Luft","07-15-1986"
"Ashish","Redmiles","07-18-1986"
"Maren","Peek","07-07-1986"
"Premsyl","Pehl","10-25-1986"
"Randi","Jiang","01-07-1986"
"Bezalel","Reutenauer","06-14-1986"
"Vincent","Irland","06-16-1986"
"Geoffry","Ambroszkiewicz","06-09-1986"
"Khun","Tasistro","04-30-1986"
"Werner","Oskamp","05-21-1986"
"Kazuhira","Pintelas","10-15-1986"
"Fumiya","Stille","03-12-1986"
"Conrado","Siegrist","06-19-1986"
"Menkae","Haddadi","09-07-1986"
"Nakhoon","Glowinski","02-16-1986"
"Kiam","Ishibashi","05-09-1986"
"Nathan","Tischendorf","02-28-1986"
"Gudjon","Randi","12-06-1986"
"Aloke","Lukaszewicz","09-11-1986"
"Abdulah","Kowalchuk","08-24-1986"
"Fun","Ouhyoung","09-23-1986"
"Yongdong","Radhakrishnan","08-05-1986"
"Toshimi","Flexer","04-18-1986"
"Manu","Reeker","06-28-1986"
"Tuval","Broomell","10-15-1986"
"Gilbert","Horswill","06-17-1986"
"Elzbieta","Remmers","03-31-1986"
"Nikolaos","Thombley","04-06-1986"
"Duke","Ducloy","06-10-1986"
"Elvis","Kakkar","09-30-1986"
"Feiyu","Tsunoo","03-14-1986"
"Arie","Hoogerwoord","07-17-1986"
"Jongsuk","Emden","07-28-1986"
"Val","Pocchiola","09-17-1986"
"Jungsoon","Michaeli","09-26-1986"
"Takahira","Terkki","01-31-1986"
"Rafail","Dulay","03-05-1986"
"Gregory","Stiles","12-31-1986"
"Nobuyoshi","Yetto","04-05-1986"
"Fuqing","Calkin","09-27-1986"
"Apostol","Ozeri","07-15-1986"
"Morris","Quadeer","03-29-1986"
"Boaz","Hardjono","06-08-1986"
"Baziley","Sethi","07-05-1986"
"Toney","Eiron","08-25-1986"
"Toshimitsu","Eppinger","04-06-1986"
"Oscar","Stenning","06-23-1986"
"Jagoda","Puoti","02-19-1986"
"Utpal","Barinka","07-10-1986"
"Saeed","Bugrara","05-17-1986"
"Sanjai","Koprowski","06-27-1986"
"Alexius","Lubachevsky","06-22-1986"
"Subhrajyoti","Mikschl","02-22-1986"
"Vitaly","Bolsens","03-08-1986"
"Gino","Seuren","01-09-1986"
"Surveyors","Schapiro","03-29-1986"
"Hatim","Baja","08-24-1986"
"Tetsushi","Erni","03-09-1986"
"Nathalie","Kermarrec","08-17-1986"
"Lucian","Cummings","05-22-1986"
"Hironoby","Stamatiou","12-29-1986"
"Candido","Dichev","07-07-1986"
"Subhrajyoti","Murthy","05-30-1986"
"Xuejia","Ramsay","05-16-1986"
"Yuqun","Harnett","06-16-1986"
"Yuuichi","Gerteisen","06-11-1986"
"Jaber","Birnbaum","10-27-1986"
"Nathan","Thimonier","07-17-1986"
"Toshiki","Angel","09-13-1986"
"Bedrich","Mayerwieser","07-18-1986"
"Tsuneo","Hennebert","11-07-1986"
"Lunjin","Tagansky","10-02-1986"
"Lubomir","Syang","08-01-1986"
"Kauko","Schmiedel","05-16-1986"
"Kazuhiro","Matteis","07-21-1986"
"Aloke","Jiang","01-03-1986"
"Tremaine","Malabarba","04-29-1986"
"Martijn","Osgood","04-25-1986"
"Shaz","Shokrollahi","02-15-1986"
"Hironobu","Speek","05-29-1986"
"Danil","Kushner","06-14-1986"
"Kokou","Brender","03-04-1986"
"Nadjib","Dymetman","07-29-1986"
"Renee","Sommer","06-19-1986"
"Selwyn","Dolinsky","11-16-1986"
"Frazer","Ruemmler","12-04-1986"
"Tristan","Chelton","12-07-1986"
"Lorien","Linares","10-19-1986"
"Vitaly","Merli","02-26-1986"
"Saeed","Benaini","07-28-1986"
"Aram","Kroon","06-16-1986"
"Chrisa","Gruenwald","10-08-1986"
"Mahendra","Sidou","02-26-1986"
"Tetsurou","Bouloucos","04-28-1986"
"Adas","Hasham","12-16-1986"
"Leandro","Zongker","09-21-1986"
"Kristine","Mitsuhashi","03-11-1986"
"Alagu","Berztiss","08-24-1986"
"Berto","Sadowski","12-11-1986"
"Xiaopeng","Rodham","03-31-1986"
"Nechama","McAlpine","04-06-1986"
"Toshimori","Cesareni","11-26-1986"
"Kamakshi","Mansanne","01-23-1986"
"Denny","Oxman","10-08-1986"
"Laurentiu","Kornatzky","05-07-1986"
"Pranjal","Kopetz","04-19-1986"
"Vivian","Billawala","12-11-1986"
"Krister","Ozery","08-22-1986"
"Mircea","Tibblin","02-02-1986"
"Uri","Senzako","01-17-1986"
"Almudena","Vasanthakumar","09-13-1986"
"Mingdong","Demian","03-09-1986"
"Gregory","Matzel","06-01-1986"
"Georg","Stamatiou","10-30-1986"
"Mizuhito","Woycyznski","01-29-1986"
"Dmitry","Borovoy","05-26-1986"
"Peer","McConalogue","05-07-1986"
"Shaibal","Farris","12-14-1986"
"Kousuke","Farrar","06-07-1986"
"Manu","Bruckman","11-30-1986"
"Lijie","Maksimenko","12-15-1986"
"Aiichiro","Baak","11-28-1986"
"Tomoyuki","Muntz","08-28-1986"
"Kenton","Panienski","04-05-1986"
"Mamdouh","Hanabata","03-30-1986"
"Kokou","Birjandi","05-09-1986"
"Sachio","Sadowsky","03-12-1986"
"Sastry","Pehl","12-09-1986"
"Yuchang","McDermid","04-20-1986"
"Wilmer","Zallocco","04-08-1986"
"Sven","Rosen","08-22-1986"
"Shao","Masaki","12-06-1986"
"Lunjin","McFarlan","12-22-1986"
"Arve","Munoz","07-15-1986"
"Yinghua","Thimonier","07-06-1986"
"Tetsurou","Puppe","09-02-1986"
"Fayez","Ratzlaff","09-19-1986"
"Rosalie","Crouzet","12-26-1986"
"Jiang","Muchinsky","11-14-1986"
"Stella","Curless","03-20-1986"
"Changho","Khamsi","06-17-1986"
"Yolla","Stafford","04-27-1986"
"Gay","Botman","05-09-1986"
"Yoshimitsu","Ohori","01-14-1986"
"Ronnie","Rosen","11-16-1986"
"Gay","Gulik","12-31-1986"
"Arra","Staylopatis","11-29-1986"
"Lalit","Mahnke","11-11-1986"
"Zito","Cooley","11-29-1986"
"Mohan","Perfilyeva","06-16-1986"
"Toshimi","Impagliazzo","05-21-1986"
"Valdiodio","Pepe","03-08-1986"
"Yuping","Speek","12-22-1986"
"Kristina","Pashtan","01-12-1986"
"Jacopo","Cheshire","09-02-1986"
"Sashi","Erni","11-17-1986"
"Jayson","Moffat","01-20-1986"
"Dmitri","Begiun","10-12-1986"
"Maris","Vilarrasa","05-22-1986"
"Susanna","Zallocco","10-22-1986"
"Hideo","Buchter","05-02-1986"
"Manton","Fujisaki","10-13-1986"
"Gil","Soicher","01-07-1986"
"Bangqing","Molberg","06-28-1986"
"Aiman","Zumaque","04-24-1986"
"Rosalyn","Melski","02-06-1986"
"Vishv","Veldwijk","08-17-1986"
"Domenico","Gente","11-19-1986"
"Guoxiang","Chiodo","10-21-1986"
"Niranjan","Luders","03-15-1986"
"Clyde","Atrawala","11-21-1986"
"Krisda","Bratten","10-17-1986"
"Zijian","Zielinski","09-25-1986"
"Taizo","Parascandalo","09-26-1986"
"Takahiro","Wolniewicz","01-27-1986"
"Samphel","Farrel","02-07-1986"
"Holgard","Cyre","09-16-1986"
"Tomoyuki","Butterworth","09-24-1986"
"IEEE","Zastre","08-28-1986"
"Saeko","Hooghiemstra","04-24-1986"
"Marko","Fendler","12-26-1986"
"Subbu","Kuhnemann","08-12-1986"
"Yechezkel","Birch","07-11-1986"
"Mototsugu","Baezner","07-11-1986"
"Tetsushi","England","07-05-1986"
"Berna","Ramalingam","12-23-1986"
"Hatsukazu","Aloisi","02-20-1986"
"Malu","Reistad","11-09-1986"
"Vasilii","Bauknecht","06-09-1986"
"Yagil","Restivo","06-21-1986"
"Perry","Miara","02-27-1986"
"Berry","Panwar","11-26-1986"
"Phillip","Matteis","11-05-1986"
"Mrinalini","Laventhal","05-04-1986"
"Toshimitsu","Zhiwei","02-19-1986"
"Marit","Sevcikova","07-17-1986"
"Fumitake","Murtafg","06-05-1986"
"Hitofumi","Schaft","05-18-1986"
"Arif","Baar","06-25-1986"
"Jiann","Setia","11-04-1986"
"Hatem","Plavsic","09-10-1986"
"Renee","Dehkordi","04-14-1986"
"Ioana","Szilard","05-13-1986"
"Kristinn","Varman","01-13-1986"
"Juichirou","Giaccio","04-20-1986"
"Richara","Lenart","10-24-1986"
"Shuji","Seiwald","01-12-1986"
"Khaled","Beilner","09-02-1986"
"Shaowen","Farrag","03-06-1986"
"Guozhong","Ramsay","01-31-1986"
"Ottavia","Sethi","02-25-1986"
"Aris","Cappelletti","11-15-1986"
"Faiza","Dichev","08-11-1986"
"Ramzi","Gronowski","07-29-1986"
"Dekang","Ambroszkiewicz","12-09-1986"
"Zissis","Jayawardene","02-24-1986"
"Sakthirel","Belinskaya","03-03-1986"
"Ipke","Navazio","05-14-1986"
"Dante","Himler","04-27-1986"
"Alexius","Hiltgen","07-15-1986"
"Zhenbing","Schonegge","03-17-1986"
"Zsolt","Savasere","11-29-1986"
"Nahid","Zizka","12-24-1986"
"Toshiki","Cullers","07-03-1986"
"Paris","Hutton","09-19-1986"
"Arunachalam","Oppitz","05-20-1986"
"Nigel","Hempstead","04-27-1986"
"Vidya","Leppanen","05-14-1986"
"Isamu","Spelt","04-23-1986"
"Stamatina","Conti","05-13-1986"
"Kotesh","Tanemo","11-03-1986"
"Aral","Pulkowski","09-02-1986"
"Kensyu","Scallan","11-07-1986"
"Apostol","Hebert","09-05-1986"
"Mario","Katiyar","11-13-1986"
"Maia","Schreiter","01-23-1986"
"Lunjin","Assaf","02-01-1986"
"Ayonca","Makinen","10-19-1986"
"Gou","Kalefeld","04-25-1986"
"Mani","Parhami","10-07-1986"
"Jianhua","Munoz","03-09-1986"
"Youjian","Brookman","05-15-1986"
"Poornachandra","Mahnke","02-28-1986"
"Xudong","Moehrke","12-19-1986"
"Shaunak","Versino","02-03-1986"
"Abdelaziz","Hofmeyr","11-04-1986"
"Yuping","Porenta","02-15-1986"
"Yahiko","Chartres","03-18-1986"
"DAIDA","DeMori","10-21-1986"
"Domenick","Goodrum","08-10-1986"
"Narain","Biros","06-02-1986"
"Saniya","Zobel","12-27-1986"
"Sampalli","Conia","06-28-1986"
"Almudena","Butterworth","11-28-1986"
"Shaowei","Sundgren","02-27-1986"
"Shaunak","Poupard","08-13-1986"
"Sorina","Thombley","01-25-1986"
"Tiina","Hebden","09-10-1986"
"Houman","Stanfel","02-10-1986"
"Angus","Linares","10-04-1986"
"Nahid","Bierbaum","09-02-1986"
"Tomoyuki","Stentiford","04-13-1986"
"Odinaldo","Vernadat","08-18-1986"
"Marsja","Siegrist","10-04-1986"
"Pranay","Ecklund","04-14-1986"
"Zhilian","Kobara","10-25-1986"
"Mabry","Grospietsch","07-31-1986"
"Jinxi","Farris","05-30-1986"
"Mohit","Kenevan","07-21-1986"
"Sarita","Peris","06-02-1986"
"Duke","Pardalos","11-17-1986"
"Jeong","Kisuki","06-24-1986"
"Saeed","Bergere","05-25-1986"
"Jianhui","Lubachevsky","08-27-1986"
"Zeljko","Walstra","02-07-1986"
"Heejo","Mikschl","10-23-1986"
"Debatosh","Plesums","03-31-1986"
"Siamak","Pelz","07-16-1986"
"Zito","Veeraraghavan","05-31-1986"
"Miomir","Raoux","11-22-1986"
"Takahiro","Naumovich","02-03-1986"
"Siamak","McConalogue","09-26-1986"
"Huican","Aamodt","12-12-1986"
"Vivian","Holburn","02-17-1986"
"Shan","Detkin","01-27-1986"
"Fumiko","Cools","10-12-1986"
"Huiqun","Matzov","09-10-1986"
"Arto","Fendler","06-12-1986"
"Changho","Fritzsche","05-28-1986"
"Karlis","Conry","04-27-1986"
"Supot","Range","11-15-1986"
"Sastry","Junet","07-02-1986"
"Raimond","Lanzelotte","09-25-1986"
"Zine","Cullers","10-23-1986"
"Angel","Kornyak","12-05-1986"
"Jeanna","Gruenwald","08-04-1986"
"Zhongwei","Streng","08-26-1986"
"Sergi","Muhling","01-27-1986"
"Charmane","Kornatzky","04-21-1986"
"Kerryn","Farris","09-10-1986"
"Maia","Chandrasekhar","02-21-1986"
"Emdad","Luders","02-04-1986"
"Shigeichiro","Chenney","02-02-1986"
"Manton","Decaestecker","08-11-1986"
"Lokesh","Lambe","03-15-1986"
"Niteen","Ushiama","11-11-1986"
"Mansur","Kowalchuk","10-15-1986"
"Toong","Piazza","02-28-1986"
"Honglan","Cannard","05-06-1986"
"Kotesh","Calkin","09-07-1986"
"Fayez","Fendler","05-18-1986"
"Jiann","Weedon","09-15-1986"
"Sampalli","Bednarek","04-29-1986"
"Tzu","Erez","12-11-1986"
"Giap","Kaminger","11-05-1986"
"Gao","Merlo","12-04-1986"
"Arno","Domenig","02-15-1986"
"Hongzue","Conta","08-10-1986"
"Heekeun","Rehfuss","04-04-1986"
"Jianhao","Fandrianto","03-25-1986"
"Atreye","Luce","11-28-1986"
